"ID","Fight_ID","corner","Last_round","Max_round","Prev","Round1_Strikes_Body.Significant.Strikes_Attempts","Round1_Strikes_Body.Significant.Strikes_Landed","Round1_Strikes_Body.Total.Strikes_Attempts","Round1_Strikes_Body.Total.Strikes_Landed","Round1_Strikes_Clinch.Body.Strikes_Attempts","Round1_Strikes_Clinch.Body.Strikes_Landed","Round1_Strikes_Clinch.Head.Strikes_Attempts","Round1_Strikes_Clinch.Head.Strikes_Landed","Round1_Strikes_Clinch.Leg.Strikes_Attempts","Round1_Strikes_Clinch.Leg.Strikes_Landed","Round1_Strikes_Clinch.Significant.Kicks_Attempts","Round1_Strikes_Clinch.Significant.Kicks_Landed","Round2_Strikes_Body.Significant.Strikes_Attempts","Round2_Strikes_Body.Significant.Strikes_Landed","Round2_Strikes_Body.Total.Strikes_Attempts","Round2_Strikes_Body.Total.Strikes_Landed","Round2_Strikes_Clinch.Body.Strikes_Attempts","Round2_Strikes_Clinch.Body.Strikes_Landed","Round2_Strikes_Clinch.Head.Strikes_Attempts","Round2_Strikes_Clinch.Head.Strikes_Landed","Round2_Strikes_Clinch.Leg.Strikes_Attempts","Round2_Strikes_Clinch.Leg.Strikes_Landed","Round2_Strikes_Clinch.Significant.Kicks_Attempts","Round2_Strikes_Clinch.Significant.Kicks_Landed","Round3_Strikes_Body.Significant.Strikes_Attempts","Round3_Strikes_Body.Significant.Strikes_Landed","Round3_Strikes_Body.Total.Strikes_Attempts","Round3_Strikes_Body.Total.Strikes_Landed","Round3_Strikes_Clinch.Body.Strikes_Attempts","Round3_Strikes_Clinch.Body.Strikes_Landed","Round3_Strikes_Clinch.Head.Strikes_Attempts","Round3_Strikes_Clinch.Head.Strikes_Landed","Round3_Strikes_Clinch.Leg.Strikes_Attempts","Round3_Strikes_Clinch.Leg.Strikes_Landed","Round3_Strikes_Clinch.Significant.Kicks_Attempts","Round3_Strikes_Clinch.Significant.Kicks_Landed","Round4_Strikes_Body.Significant.Strikes_Attempts","Round4_Strikes_Body.Significant.Strikes_Landed","Round4_Strikes_Body.Total.Strikes_Attempts","Round4_Strikes_Body.Total.Strikes_Landed","Round4_Strikes_Clinch.Body.Strikes_Attempts","Round4_Strikes_Clinch.Body.Strikes_Landed","Round4_Strikes_Clinch.Head.Strikes_Attempts","Round4_Strikes_Clinch.Head.Strikes_Landed","Round4_Strikes_Clinch.Leg.Strikes_Attempts","Round4_Strikes_Clinch.Leg.Strikes_Landed","Round4_Strikes_Clinch.Significant.Kicks_Attempts","Round4_Strikes_Clinch.Significant.Kicks_Landed","Round5_Strikes_Body.Significant.Strikes_Attempts","Round5_Strikes_Body.Significant.Strikes_Landed","Round5_Strikes_Body.Total.Strikes_Attempts","Round5_Strikes_Body.Total.Strikes_Landed","Round5_Strikes_Clinch.Body.Strikes_Attempts","Round5_Strikes_Clinch.Body.Strikes_Landed","Round5_Strikes_Clinch.Head.Strikes_Attempts","Round5_Strikes_Clinch.Head.Strikes_Landed","Round5_Strikes_Clinch.Leg.Strikes_Attempts","Round5_Strikes_Clinch.Leg.Strikes_Landed","Round5_Strikes_Clinch.Significant.Kicks_Attempts","Round5_Strikes_Clinch.Significant.Kicks_Landed","RStreak","winby","winner"
768,6108,"blue",2,3,0,2,0,12,10,0,0,10,6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
2510,6078,"blue",3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"DEC","red"
2079,6103,"blue",2,3,4,16,13,17,14,3,2,17,13,0,0,0,0,17,13,17,13,5,4,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","blue"
2341,6103,"red",2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","blue"
2707,6069,"red",3,3,0,7,4,10,7,1,1,9,4,0,0,0,0,30,23,31,24,9,7,5,1,0,0,0,0,4,4,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
459,6102,"blue",3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
1054,6107,"blue",3,3,4,4,4,4,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","red"
2238,6102,"red",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"KO/TKO","red"
1452,6051,"red",3,3,3,12,11,24,23,0,0,1,1,0,0,0,0,1,1,4,4,1,1,7,6,0,0,0,0,3,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","draw"
1984,6050,"blue",1,3,4,12,4,13,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"KO/TKO","red"
1595,6047,"red",1,3,4,4,1,4,1,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"KO/TKO","red"
1683,6047,"blue",1,3,2,3,2,3,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
2768,6068,"blue",2,3,0,24,16,24,16,14,11,8,6,0,0,0,0,6,5,7,6,6,5,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","blue"
2747,6051,"blue",3,3,1,5,4,6,5,2,2,0,0,0,0,0,0,20,18,26,24,18,16,6,4,1,1,0,0,6,5,12,11,3,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","draw"
2168,6050,"red",1,3,8,10,9,10,9,5,4,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
1294,6035,"red",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"KO/TKO","blue"
522,6101,"red",3,3,3,3,2,3,2,0,0,1,1,0,0,0,0,5,2,5,2,0,0,0,0,0,0,0,0,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
1057,6036,"red",5,5,2,2,2,4,4,0,0,0,0,2,2,0,0,4,2,4,2,0,0,0,0,0,0,0,0,5,1,5,1,0,0,4,2,0,0,0,0,4,2,4,2,0,0,2,0,0,0,0,0,4,1,4,1,1,1,0,0,1,1,0,0,2,"DEC","red"
368,6035,"blue",1,5,6,3,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"KO/TKO","blue"
959,6036,"blue",5,5,5,0,0,0,0,0,0,3,3,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,6,4,6,4,0,0,3,2,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,4,1,6,3,0,0,2,0,0,0,0,0,1,"DEC","red"
2085,6092,"blue",2,3,3,2,2,8,6,1,1,7,6,1,1,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"SUB","red"
2296,6100,"red",2,3,3,2,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUB","red"
2371,6100,"blue",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUB","red"
2313,6022,"blue",3,3,4,7,5,8,6,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"DEC","red"
1871,6023,"red",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","blue"
2196,6065,"blue",3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
367,6020,"blue",2,5,5,3,3,9,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
1938,6024,"red",2,3,2,6,4,6,4,0,0,0,0,0,0,0,0,2,1,2,1,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"KO/TKO","red"
2428,6024,"blue",2,3,0,3,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
2347,6093,"blue",3,3,0,7,6,23,22,1,0,3,1,0,0,0,0,7,3,18,13,2,2,0,0,1,1,0,0,14,8,22,16,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","red"
649,6021,"blue",1,3,3,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","blue"
2769,6091,"blue",1,3,0,5,2,17,12,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
1431,6021,"red",1,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","blue"
1744,6091,"red",1,3,1,10,9,11,10,9,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"KO/TKO","red"
2076,6092,"red",2,3,0,17,13,22,18,10,10,8,6,7,6,0,0,7,5,13,11,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUB","red"
2023,6022,"red",3,3,3,1,1,3,3,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
2602,6025,"blue",3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","red"
2015,6026,"blue",2,3,3,4,3,4,3,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"SUB","blue"
2172,6026,"red",2,3,6,8,8,8,8,0,0,0,0,0,0,0,0,4,4,4,4,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"SUB","blue"
808,6020,"red",2,5,5,6,5,11,10,3,3,2,1,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"KO/TKO","red"
2678,6093,"red",3,3,1,13,10,20,17,6,5,12,6,0,0,0,0,10,8,20,15,5,4,12,9,1,0,0,0,10,4,26,20,4,2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
2019,6045,"red",3,3,2,4,2,4,2,1,0,4,1,0,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,7,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"DEC","blue"
2103,6065,"red",3,3,5,8,5,8,5,0,0,1,1,0,0,0,0,9,5,9,5,2,2,1,0,0,0,0,0,10,8,11,9,7,6,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
2773,6045,"blue",3,3,0,7,3,7,3,0,0,1,0,0,0,0,0,10,4,10,4,0,0,0,0,0,0,0,0,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
2329,6025,"red",3,3,4,1,1,1,1,0,0,0,0,0,0,0,0,2,2,5,5,0,0,0,0,0,0,0,0,4,4,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","red"
1918,6023,"blue",3,3,1,2,2,2,2,2,2,3,1,0,0,0,0,6,6,8,8,4,4,7,3,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","blue"
1875,6013,"blue",3,3,1,6,4,11,9,5,3,4,2,0,0,0,0,8,6,8,6,7,6,13,5,1,1,0,0,3,1,3,1,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","red"
2106,6096,"red",1,3,1,5,4,5,4,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
2279,6004,"blue",3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,3,2,3,2,2,1,0,0,0,0,0,0,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"DEC","red"
2118,6064,"red",3,3,5,0,0,0,0,0,0,1,0,0,0,0,0,2,1,8,7,1,1,3,3,0,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
2362,6005,"red",2,3,3,6,5,10,9,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"KO/TKO","red"
2299,5991,"blue",1,5,4,5,3,5,3,5,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"KO/TKO","red"
549,5990,"red",5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"DEC","red"
2332,6064,"blue",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
1499,5990,"blue",5,5,6,7,3,7,3,0,0,1,1,0,0,0,0,3,2,3,2,3,2,8,5,0,0,0,0,6,2,6,2,0,0,1,1,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,4,3,4,3,1,1,3,1,0,0,0,0,1,"DEC","red"
1984,6006,"blue",3,3,3,3,2,6,5,0,0,0,0,0,0,0,0,7,6,8,7,0,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"DEC","blue"
1069,6012,"red",3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
2770,6096,"blue",1,3,0,6,3,6,3,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
2037,5997,"red",3,3,5,2,2,2,2,0,0,0,0,0,0,0,0,4,3,4,3,0,0,1,1,0,0,0,0,5,5,5,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"DEC","red"
1594,5997,"blue",3,3,5,8,2,8,2,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"DEC","red"
2061,6003,"blue",1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUB","red"
2338,6004,"red",3,3,2,3,2,13,12,0,0,1,1,0,0,0,0,3,2,11,10,1,0,0,0,0,0,0,0,9,9,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","red"
2575,6006,"red",3,3,1,0,0,8,8,0,0,0,0,0,0,0,0,5,4,13,12,0,0,0,0,0,0,0,0,5,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","blue"
1865,6003,"red",1,3,0,2,1,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SUB","red"
1495,5991,"red",1,5,4,11,9,15,13,10,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"KO/TKO","red"
2656,6013,"red",3,3,1,7,6,8,7,3,3,1,0,1,1,0,0,13,11,13,11,6,5,19,12,0,0,0,0,10,6,12,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
1657,6012,"blue",3,3,6,7,4,7,4,0,0,1,0,0,0,0,0,13,8,13,8,0,0,0,0,0,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
2157,6014,"blue",3,3,5,10,9,10,9,2,2,4,4,0,0,0,0,8,6,8,6,2,2,3,3,0,0,0,0,5,2,16,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
542,6014,"red",3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
2119,6005,"blue",2,3,4,5,4,5,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"KO/TKO","red"
2340,5986,"blue",3,3,3,5,2,7,4,1,1,9,6,0,0,0,0,8,7,8,7,0,0,0,0,0,0,0,0,5,4,6,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"DEC","red"
2104,6039,"blue",3,3,4,3,1,5,3,0,0,0,0,0,0,0,0,4,3,7,6,0,0,5,3,0,0,0,0,4,2,6,4,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
2150,5988,"blue",3,3,4,3,2,3,2,0,0,2,1,0,0,0,0,8,8,9,9,5,5,14,9,0,0,0,0,15,12,17,14,11,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","blue"
1968,5984,"red",1,5,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"KO/TKO","red"
1980,5989,"blue",3,3,3,4,1,4,1,0,0,0,0,0,0,0,0,4,2,4,2,1,0,1,1,0,0,0,0,4,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"DEC","red"
2739,6040,"red",2,3,1,3,3,3,3,2,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SUB","blue"
2611,6010,"red",3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","blue"
2344,5986,"red",3,3,2,5,3,5,3,0,0,2,0,0,0,0,0,8,8,8,8,0,0,1,0,0,0,0,0,12,4,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"DEC","red"
1991,6010,"blue",3,3,4,1,0,2,1,0,0,0,0,0,0,0,0,1,1,15,15,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
2586,6040,"blue",2,3,1,1,1,5,5,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SUB","blue"
2508,6039,"red",3,3,1,4,2,4,2,0,0,0,0,0,0,0,0,5,3,5,3,3,2,3,2,0,0,0,0,14,13,15,14,12,12,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"KO/TKO","red"
2133,5988,"red",3,3,3,5,2,9,6,1,1,2,0,0,0,0,0,8,6,10,8,0,0,13,8,0,0,0,0,10,5,15,10,2,1,11,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","blue"
1985,5987,"blue",2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"SUB","blue"
1050,5989,"red",3,3,3,8,5,8,5,0,0,0,0,0,0,0,0,11,10,13,12,1,1,0,0,0,0,0,0,9,8,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEC","red"
