"ID","Date","Age","Height","HomeTown","Name","Prev","RStreak","Weight"
1850,"2015-10-05",32,182,"El Paso, Texas USA","Shawn Jordan",3,2,118
915,"2015-10-05",34,177,"Manaus, Amazonas Brazil","Adriano Martins",3,2,70
377,"2015-09-07",37,190,"Las Vegas, Nevada USA","Frank Mir",3,2,119
1827,"2015-09-07",34,182,"Durham, North Carolina USA","Ron Stallings",2,1,84
2300,"2015-09-07",34,187,"Cieszyn Poland","Jan Blachowicz",2,0,93
1966,"2015-09-07",26,160,"Paranagua, Parana Brazil","John Lineker",3,2,61
875,"2015-09-07",32,172,"Sunderland England","Ross Pearson",4,0,70
1495,"2015-12-23",30,160,"Madisonville, KY USA","Demetrious Johnson",3,3,56
2281,"2015-09-07",27,190,"Rockton, Illinois United States","Corey Anderson",0,0,93
367,"2015-09-07",38,193,"Minsk Belarus","Andrei Arlovski",3,3,109
2573,"2015-09-07",28,172,"Anapolis, Goias Brazil","Joaquim Silva",0,0,70
2289,"2015-09-07",29,175,"Laranjal do Jari, Amapa Brazil","Tiago Trator",2,0,65
2312,"2015-09-07",24,180,"Payson, Utah USA","Clay Collard",3,0,65
516,"2015-09-07",33,187,"Dublin, Georgia USA","Anthony Johnson",3,0,93
2574,"2015-09-07",30,172,"Florianopolis Argentina","Nazareno Malegarie",0,0,70
2009,"2015-09-07",37,185,"Sacramento, California United States","Jimi Manuwa",2,1,93
2079,"2015-09-07",25,160,"Umuarama, Parana Brazil","Jessica Andrade",3,3,52
1689,"2015-09-07",35,172,"Whittier, California USA","Francisco Rivera",3,1,61
2150,"2015-09-07",28,170,"Colorado Springs, Colorado United States","Raquel Pennington",3,0,61
1904,"2015-12-23",32,160,"Albuquerque, New Mexico USA","John Dodson",2,2,61
2316,"2015-09-07",32,180,"Philadelphia, Pennsylvania United States","Paul Felder",3,0,70
485,"2015-09-07",34,182,"Phoenix, Arizona USA","Joe Riggs",2,0,84
2103,"2015-10-01",26,165,"Gunma Japan","Kyoji Horiguchi",4,0,56
2626,"2015-09-27",27,170,"Kanagawa Japan","Yusuke Kasuya",0,0,70
454,"2015-09-27",35,180,"Tucson, AZ USA","George Roop",2,0,61
1051,"2015-09-27",33,170,"Ibaraki Japan","Takeya Mizugaki",3,0,61
941,"2015-10-01",35,172,"Kagoshima Japan","Katsunori Kikuno",4,0,65
2231,"2015-10-01",32,180,"Burns Lake, British Columbia Canada","Kajan Johnson",1,1,70
328,"2015-10-01",39,190,"Seattle, Washington USA","Josh Barnett",0,0,113
1015,"2015-10-01",40,182,"Las Vegas, Nevada USA","Roy Nelson",3,0,119
460,"2015-10-01",35,172,"Kanagawa Japan","Naoyuki Kotani",2,0,70
2010,"2015-10-01",32,167,"Milwaukee, Wisconsin USA","Chico Camus",4,0,56
2207,"2015-09-27",32,167,"Elsdorf Germany","Nick Hein",3,1,70
2464,"2015-10-01",30,180,"Santo Domingo Dominican Republic","Roger Zapata",0,0,77
2069,"2015-10-01",32,182,"Spanish Town Jamaica","Uriah Hall",4,1,84
786,"2015-10-01",31,187,"The Netherlands","Gegard Mousasi",5,2,84
1906,"2015-10-01",29,170,"Fortaleza, Ceara Brazil","Diego Brandao",2,1,65
2310,"2015-10-01",31,170,"Saitama Japan","Shinsho Anzai",1,0,77
2507,"2015-08-24",30,182,"St. Catharines, Ontario Canada","Shane Campbell",1,0,70
520,"2015-08-24",32,175,"London, Ontario Canada","Sam Stout",2,0,70
1936,"2015-08-24",25,180,"Oahu, Hawaii USA","Max Holloway",6,6,65
2220,"2015-08-24",31,170,"Ventura, California USA","Chris Beal",3,0,61
2377,"2015-08-24",27,180,"Wallington, New Jersey USA","Frankie Perez",1,0,70
2582,"2015-08-24",31,180,"Davenport, Iowa United States","Tony Sims",1,1,70
1858,"2015-08-24",29,172,"Sao Paulo Brazil","Felipe Arantes",2,0,61
2465,"2015-08-24",25,170,"Volnogorsk Ukraine","Maryna Moroz",1,1,52
407,"2016-01-27",36,177,"Salt Lake City, Utah United States","Joshua Burkman",0,0,77
2222,"2015-08-24",30,177,"Chatham, Ontario Canada","Chad Laprise",3,3,70
2223,"2015-08-24",28,175,"Montreal, Quebec Canada","Olivier Aubin-Mercier",3,2,70
1997,"2015-08-24",38,175,"Amarante, Piaui Brazil","Francisco Trinaldo",5,3,70
2623,"2015-08-24",32,185,"Fairfield, CA USA","Daniel Jolly",0,0,93
1531,"2015-08-24",27,177,"Sao Paulo Brazil","Charles Oliveira",2,2,65
2256,"2015-08-24",34,170,"Montreal, Quebec Canada","Valerie Letourneau",2,2,56
1820,"2015-08-24",32,182,"Vila Velha, Espirito Santo Brazil","Erick Silva",4,2,77
2608,"2015-08-24",30,190,"Riga Latvia","Misha Cirkunov",0,0,93
1060,"2015-08-24",37,170,"Port au Prince Haiti","Yves Jabouin",3,0,61
2332,"2015-08-24",36,170,"Dallas, TX USA","Chris Kelades",2,0,56
2093,"2015-08-24",30,180,"Pirapora do Bom Jesus, Sao Paulo Brazil","Elias Silverio",2,2,70
2047,"2015-08-24",29,190,"Brooklyn, New York USA","Neil Magny",8,0,77
405,"2016-01-27",37,180,"Rimouski, Quebec Canada","Patrick Cote",3,1,77
2371,"2015-08-09",30,172,"Los Angeles, California USA","Willie Gates",2,1,56
2304,"2015-08-10",36,167,"Phoenix, Arizona USA","Frankie Saenz",2,2,61
2367,"2015-08-09",29,187,"San Bernardino, California USA","Jonathan Wilson",0,0,93
1499,"2015-08-10",33,190,"Immokalee, Florida United States","Ovince Saint Preux",4,2,93
1550,"2015-08-09",30,187,"Alameda, California USA","Chris Camozzi",3,0,84
2583,"2015-08-10",27,167,"Kermanshah, Kurdistan Sweden","Sirwan Kakai",1,1,61
2331,"2015-08-10",29,170,"Tucson, Arizona USA","Roman Salazar",1,0,61
2290,"2015-08-09",29,177,"Ambridge, Pennsylvania USA","Chris Dempsey",2,1,84
1711,"2015-08-10",30,177,"St. Louis, Missouri United States","Michael Johnson",2,2,70
2217,"2015-12-04",23,162,"Tucson, Arizona United States","Ray Borg",3,2,56
2611,"2015-08-10",29,180,"The Bronx, New York United States","Oluwale Bamgbose",0,0,84
2264,"2015-08-10",30,187,"Milwaukee, Wisconsin United States","Sam Alvey",3,2,84
2359,"2015-08-10",24,172,"Chone, Manabi Ecuador","Marlon Vera",0,0,61
1968,"2015-08-10",37,187,"Sobralia, Minas Gerais Brazil","Glover Teixeira",2,0,93
2168,"2015-08-10",27,177,"Goetapeh Iran","Beneil Dariush",6,4,70
2610,"2015-12-04",26,165,"Tampa, Florida USA","Geane Herrera",0,0,56
2005,"2015-08-09",34,185,"Southampton England","Tom Watson",3,0,84
2069,"2015-08-10",32,182,"Spanish Town Jamaica","Uriah Hall",3,0,84
2022,"2015-08-09",36,167,"Takoma Park, Maryland United States","Sara McMann",3,0,61
2558,"2015-08-08",33,175,"Knoxville , Tennessee USA","Scott Holtzman",0,0,70
1806,"2015-08-10",33,185,"Wilmington, North Carolina United States","Derek Brunson",3,2,84
1719,"2015-08-09",28,172,"Salvador, Bahia Brazil","Amanda Nunes",2,1,61
2378,"2015-08-08",29,175,"Seattle, Washington USA","Anthony Christodoulou",0,0,70
1504,"2015-08-09",28,165,"Goshen, Indiana USA","Dustin Ortiz",4,0,56
2329,"2015-07-23",25,182,"Kingston Jamaica","Leon Edwards",2,1,77
2209,"2015-07-23",28,182,"Lodz Poland","Pawel Pawlak",2,1,77
2339,"2015-07-23",31,167,"Irvine Scotland","Joanne Calderwood",2,0,52
2503,"2015-07-23",29,180,"Vitry-sur-Seine, Paris France","Mickael Lebout",1,0,70
2604,"2015-07-23",29,185,"Turku Finland","Teemu Packalen",0,0,70
2605,"2015-07-23",37,193,"San Jose, CA USA","Chris de la Rocha",0,0,120
2421,"2015-07-23",30,175,"Dublin Ireland","Paul Redmond",1,0,65
2274,"2015-07-23",28,177,"Dublin Ireland","Paddy Holohan",3,1,56
2199,"2015-07-23",29,190,"Rhenen The Netherlands","Hans Stringer",2,0,93
368,"2015-07-23",38,185,"Manchester England","Michael Bisping",4,1,84
875,"2015-07-23",32,172,"Sunderland England","Ross Pearson",3,1,70
1913,"2015-07-23",31,162,"Colorado Springs, Colorado USA","Marcus Brimage",2,1,61
1882,"2015-07-23",34,167,"Birmingham England","Vaughan Lee",2,0,61
2083,"2015-07-23",34,182,"Sokolow, Podlaski Poland","Daniel Omielanczuk",2,0,112
2001,"2015-07-23",27,177,"Balneario Camboriu, Santa Catarina Brazil","Leonardo Mafra",2,1,70
2128,"2015-07-23",33,175,"Fauldhouse Scotland","Rob Whiteford",1,1,65
2502,"2015-07-23",27,177,"Fife Scotland","Stevie Ray",1,1,70
2589,"2015-07-23",27,162,"Passaic, New Jersey USA","Jimmie Rivera",0,0,61
2603,"2015-07-23",29,170,"Tucson, AZ USA","Cortney Casey",0,0,52
2060,"2015-07-23",33,177,"Malmo Sweden","Ilir Latifi",3,0,93
449,"2015-07-23",35,185,"Rio de Janeiro Brazil","Thales Leites",3,3,84
648,"2015-07-23",35,177,"Eugene, Oregon USA","Evan Dunham",2,1,70
1347,"2015-07-13",31,160,"Aurora, CO USA","Michelle Waterson",0,0,52
1864,"2015-07-13",33,172,"Caracas Venezuela","Maximo Blanco",2,1,65
2587,"2015-07-13",29,182,"Auchi Nigeria","Kamaru Usman",0,0,77
1991,"2015-07-13",32,185,"Ibitinga, Sao Paulo Brazil","Cezar Ferreira",3,0,84
1463,"2015-07-13",34,177,"Fort Lauderdale, FL USA","Hayder Hassan",0,0,77
2164,"2015-07-13",30,170,"Honolulu, HI USA","Russell Doane",3,0,65
2091,"2015-07-13",29,167,"Whittier, CA USA","Darrell Montague",1,0,56
1810,"2015-07-13",36,190,"Vancouver, Washington USA","Trevor Smith",4,0,84
1272,"2015-07-13",32,180,"Miami, Florida USA","Jorge Masvidal",4,0,77
965,"2015-07-13",31,175,"Omaha, Nebraska USA","Jake Ellenberger",3,1,77
1926,"2015-10-07",29,185,"Fortaleza, Ceara Brazil","Caio Magalhaes",2,2,84
2066,"2015-10-07",29,190,"Orlando, Florida USA","Josh Samman",1,1,84
2588,"2015-07-13",25,180,"Westwood, New Jersey United States","Vicente Luque",0,0,77
2230,"2015-07-13",30,180,"San Diego, California United States","Mike de la Torre",3,1,65
2276,"2015-07-13",37,172,"El Reno, OK USA","Jerrod Sanders",2,0,61
2174,"2015-07-13",36,182,"Red Bank, New Jersey USA","George Sullivan",3,0,77
445,"2015-07-13",35,185,"Sparta, New Jersey USA","Dan Miller",0,0,84
2602,"2015-07-13",27,185,"San Pablo, California USA","Dominic Waters",0,0,77
2348,"2015-07-13",33,154,"Los Angeles, California USA","Angela Magana",1,0,52
2371,"2015-07-13",30,172,"Los Angeles, California USA","Willie Gates",1,0,56
1944,"2015-07-13",34,182,"Simpsonville, South Carolina United States","Stephen Thompson",2,2,77
2586,"2015-07-13",26,177,"Toledo, OH USA","Michael Graves",0,0,77
1866,"2015-07-01",39,182,"Pinar del Rio Cuba","Yoel Romero",3,3,84
2582,"2015-06-29",31,180,"Davenport, Iowa United States","Tony Sims",0,0,70
2469,"2015-06-29",29,180,"Tres Rios, Rio de Janeiro Brazil","Alex Oliveira",2,1,77
2073,"2015-06-29",31,175,"Sao Paulo Brazil","Leandro Silva",3,0,70
1980,"2015-06-28",32,172,"Rio de Janeiro Brazil","Hacran Dias",2,1,65
346,"2015-07-01",38,185,"Salvador Brazil","Lyoto Machida",4,0,84
2107,"2015-11-30",30,182,"La Plata Argentina","Santiago Ponzinibbio",0,0,77
2246,"2015-06-28",27,187,"João Pessoa, Paraíba Brazil","Antonio Carlos Junior",2,0,84
1056,"2015-06-29",31,167,"San Diego, CA USA","Danny Martinez",2,0,56
2430,"2015-06-28",28,172,"Gori, Georgia USA","Levan Makashvili",1,1,65
2580,"2015-06-29",29,177,"Turlock, California United States","Lewis Gonzalez",0,0,77
2581,"2015-06-29",26,193,"Florence, South Carolina USA","Steve Montgomery",0,0,84
2583,"2015-06-29",27,167,"Kermanshah, Kurdistan Sweden","Sirwan Kakai",0,0,61
2286,"2015-06-28",33,182,"Montego Bay, Jamaica West Indies","Eddie Gordon",3,0,84
2087,"2015-06-29",33,182,"Rio de Janeiro Brazil","Thiago Santos",3,1,84
2579,"2015-06-29",33,182,"Oakdale, Louisiana United States","Joe Merritt",0,0,77
1783,"2015-11-30",30,180,"Riverside, California USA","Lorenz Larkin",4,1,77
2195,"2015-06-29",35,180,"St-Jean Sur Richelieu, Quebec, Canada, Quebec Canada","Steve Bosse",0,0,93
2138,"2015-07-27",30,180,"Whitesburg, KY USA","Jessamyn Duke",2,0,61
1657,"2015-07-27",31,180,"Rio de Janeiro Brazil","Edson Barboza",4,0,70
2260,"2015-07-27",30,167,"Spokane, WA USA","Elizabeth Phillips",2,0,61
1875,"2015-07-27",29,177,"Cincinnati, Ohio USA","Dominique Steele",0,0,77
1096,"2015-07-27",30,187,"Newport News, Virginia USA","James Krause",3,0,70
1976,"2015-07-27",31,172,"Wayne, Michigan USA","Daron Cruickshank",6,0,70
2585,"2015-07-27",31,180,"Adrian, Michigan USA","Andrew Holbrook",0,0,70
1527,"2015-07-27",30,167,"Natal Brazil","Renan Barao",3,1,65
721,"2015-07-27",38,172,"Kanagawa Japan","Takanori Gomi",2,0,70
1905,"2015-07-27",31,167,"Angels Camp, California USA","TJ Dillashaw",3,3,61
524,"2015-07-27",32,177,"Brockton, Massachusetts USA","Joe Lauzon",2,0,70
961,"2015-07-27",32,170,"Houston, TX USA","Eddie Wineland",2,0,61
509,"2015-07-27",33,172,"Sparta, New Jersey United States","Jim Miller",3,0,70
2099,"2015-07-27",30,167,"Barberton, Ohio USA","Jessica Eye",2,1,61
1061,"2015-07-27",37,175,"San Francisco, California USA","Danny Castillo",3,0,70
1814,"2015-07-27",28,180,"Concord, CA USA","Ramsey Nijem",3,0,70
1184,"2015-07-27",32,172,"Goldendale, WA USA","Bryan Caraway",2,0,61
467,"2015-07-27",33,182,"Fall River, MA USA","Tom Lawlor",0,0,93
1422,"2015-07-27",32,182,"Irving, TX USA","Zak Cummings",2,0,77
1655,"2015-07-27",33,177,"Spring Bay, Illinois USA","Kenny Robertson",3,3,77
2316,"2015-07-27",32,180,"Philadelphia, Pennsylvania United States","Paul Felder",2,2,70
1317,"2015-07-27",30,167,"Tacoma, Washington United States","Miesha Tate",3,3,61
502,"2015-07-27",33,187,"Fort Lauderdale, Florida USA","Ben Saunders",2,2,77
1742,"2015-07-27",31,190,"Levittown, New York United States","Gian Villante",2,1,93
2584,"2015-07-17",0,182,"0","Lyman Good",0,0,77
2157,"2015-07-16",24,175,"Detroit, Michigan United States","Kevin Lee",3,2,70
1452,"2015-07-17",35,180,"Inglewood, California USA","Kevin Casey",0,0,84
2323,"2015-07-17",27,193,"New Westminster, BC Canada","Matt Dwyer",2,1,77
1044,"2015-07-17",32,167,"Brasilia Brazil","Rani Yahya",2,1,61
970,"2015-07-17",31,190,"Evansville, Indiana USA","Todd Duffee",1,1,118
2051,"2015-07-17",34,187,"Soure, Para Brazil","Ildemar Alcantara",3,1,84
2204,"2015-07-17",26,185,"Anaheim, California USA","Sean Strickland",2,2,77
1034,"2015-07-17",34,165,"Payson, UT USA","Scott Jorgensen",3,0,61
1179,"2015-07-17",34,170,"Musashimurayama, Tokyo Japan","Masanori Kanehara",1,1,61
2100,"2015-07-17",36,185,"Brasilia Brazil","Igor Araujo",2,0,77
377,"2015-07-17",37,190,"Las Vegas, Nevada USA","Frank Mir",2,1,119
1978,"2015-07-17",31,172,"Spokane, Washington United States","Sam Sicilia",4,1,65
1815,"2015-07-17",33,180,"Oxnard, California United States","Tony Ferguson",4,4,70
2079,"2015-07-17",25,160,"Umuarama, Parana Brazil","Jessica Andrade",2,2,52
2240,"2015-07-17",28,170,"Kelowna, BC Canada","Sarah Moras",1,1,61
2041,"2015-07-17",36,175,"Santa Ana, California USA","Yaotzin Meza",3,1,65
356,"2015-07-17",38,177,"San Jose, CA USA","Josh Thomson",2,0,70
2291,"2015-07-17",35,182,"Los Angeles, California United States","Alan Jouban",3,1,77
1965,"2015-07-17",31,185,"Houston, TX USA","Andrew Craig",1,0,84
2268,"2015-07-16",28,177,"Frankfurt Germany","James Moontasri",2,1,77
438,"2015-07-17",35,165,"Leninakan Armenia","Manvel Gamburyan",2,1,61
2292,"2015-06-22",26,172,"Gdansk Poland","Lukasz Sajewski",0,0,70
668,"2015-06-22",30,182,"Zabrze Poland","Peter Sobotta",1,1,77
2296,"2015-06-22",27,177,"Shizuoka Japan","Ulka Sasaki",2,0,56
2280,"2015-06-22",29,167,"Olsztyn Poland","Joanna Jedrzejczyk",3,3,52
2207,"2015-06-22",32,167,"Elsdorf Germany","Nick Hein",2,0,70
