"Fight_ID","ID","Event_ID","Date","winner","winby","corner","Last_round","Max_round","RStreak","Height","Weight","Age","HomeTown"
6156,328,783,"2016-09-05","blue","SUB","blue",3,5,1,190,113,39,"Seattle, Washington USA"
6237,2326,783,"2016-09-05","red","DEC","red",3,3,0,167,61,24,"Paris France"
6212,2073,783,"2016-09-03","red","DEC","blue",3,3,0,175,70,31,"Sao Paulo Brazil"
6212,2023,783,"2016-09-03","red","DEC","red",3,3,2,172,70,30,"Dagestan Russia"
6158,2302,783,"2016-09-05","blue","DEC","red",3,3,1,190,84,28,"Yorkshire England"
6213,2736,783,"2016-09-05","draw","0","red",3,3,0,187,120,33,"Malkiya Syria"
6163,2509,783,"2016-09-03","red","DEC","blue",3,3,0,180,77,32,"Hundested Denmark"
6164,2776,783,"2016-09-05","red","DEC","red",3,3,0,182,77,24,"Nuremberg Germany"
6237,2165,783,"2016-09-05","red","DEC","blue",3,3,0,170,61,33,"Ubatuba, Sao Paulo Brazil"
6153,965,782,"2016-08-01","blue","KO/TKO","blue",1,3,0,175,77,31,"Omaha, Nebraska USA"
6181,1272,782,"2016-08-01","blue","DEC","blue",3,3,0,180,77,32,"Miami, Florida USA"
6153,432,782,"2016-08-01","blue","KO/TKO","red",1,3,0,182,77,36,"Xenia, Ohio USA"
6209,2462,782,"2016-07-31","red","DEC","blue",3,3,0,165,56,37,"Bogotá Colombia"
6152,2215,782,"2016-08-01","red","KO/TKO","red",1,3,1,195,118,36,"Kent, Washington United States"
6137,2762,782,"2016-08-01","blue","KO/TKO","blue",1,3,0,177,70,32,"Albury, NSW Austrailia"
6148,2754,782,"2016-08-01","draw","0","blue",3,3,1,182,84,28,"Novi Sad Serbia"
6143,471,782,"2016-07-31","blue","KO/TKO","red",1,5,4,180,77,35,"San Diego, California USA"
6159,419,782,"2016-12-05","red","KO/TKO","blue",2,3,1,185,93,36,"Vancouver, Washington USA"
6149,1689,782,"2016-07-31","blue","DEC","red",3,3,0,172,61,35,"Whittier, California USA"
6148,2586,782,"2016-08-01","draw","0","red",3,3,2,177,77,26,"Toledo, OH USA"
6162,2344,782,"2016-08-01","blue","DEC","red",3,3,2,165,52,24,"Milwaukee, Wisconsin USA"
6143,1386,782,"2016-07-31","blue","KO/TKO","blue",1,5,2,175,77,34,"St. Louis, Missouri United States"
6210,2801,782,"2016-07-31","red","SUB","blue",1,3,0,157,56,30,"Uruapan, Michoacan Mexico"
6210,2095,782,"2016-07-31","red","SUB","red",1,3,1,162,56,32,"Januaria, Minas Gerais Brazil"
6152,2732,782,"2016-08-01","red","KO/TKO","blue",1,3,0,185,109,36,"Opole Poland"
6162,2678,782,"2016-08-01","blue","DEC","blue",3,3,2,160,52,31,"Lodz Poland"
6159,2076,782,"2016-12-05","red","KO/TKO","red",2,3,1,190,93,25,"Donetsk Ukraine"
6181,875,782,"2016-08-01","blue","DEC","red",3,3,0,172,70,32,"Sunderland England"
6149,1979,782,"2016-07-31","blue","DEC","blue",3,3,1,172,61,27,"Monterrey Mexico"
6209,2134,782,"2016-07-31","red","DEC","red",3,3,0,165,56,27,"San Diego, California USA"
6137,2706,782,"2016-08-01","blue","KO/TKO","red",1,3,0,180,70,26,"Asuncion Paraguay"
6109,525,781,"2016-07-14","blue","SUB","blue",2,3,0,180,77,32,"Tokyo Japan"
6185,2264,781,"2016-09-17","blue","SUB","blue",1,3,0,187,84,30,"Milwaukee, Wisconsin United States"
6144,1966,781,"2016-07-14","blue","KO/TKO","blue",1,5,4,160,61,26,"Paranagua, Parana Brazil"
6132,1815,781,"2016-07-14","red","SUB","red",2,3,6,180,70,33,"Oxnard, California United States"
6132,2784,781,"2016-07-14","red","SUB","blue",2,3,0,175,70,25,"Neptune, New Jersey United States"
6105,435,781,"2016-07-14","red","KO/TKO","red",2,3,0,182,84,36,"Lincolnville, Maine United States"
6106,2558,781,"2016-07-14","red","DEC","red",3,3,0,175,70,33,"Knoxville , Tennessee USA"
6106,2429,781,"2016-07-14","red","DEC","blue",3,3,0,177,70,26,"Amarillo, Texas USA"
6166,2083,781,"2016-07-14","blue","DEC","blue",3,3,2,182,112,34,"Sokolow, Podlaski Poland"
6178,2759,781,"2016-07-14","red","KO/TKO","blue",1,3,0,165,52,22,"Bucharest Romania"
6167,2505,781,"2016-07-14","red","KO/TKO","blue",2,3,2,165,56,28,"Sioux Falls, South Dakota USA"
6194,2293,781,"2016-07-14","blue","DEC","red",3,3,1,170,61,33,"Anchorage, Alaska USA"
6178,2603,781,"2016-07-14","red","KO/TKO","red",1,3,0,170,52,29,"Tucson, AZ USA"
6194,2785,781,"2016-07-14","blue","DEC","blue",3,3,0,175,61,28,"Quakertown, Pennsylvania United States"
6169,1044,781,"2016-07-14","red","SUB","red",3,3,2,167,61,32,"Brasilia Brazil"
6167,2166,781,"2016-07-14","red","KO/TKO","red",2,3,3,175,56,25,"Honolulu, HI USA"
6168,2740,781,"2016-07-13","blue","KO/TKO","blue",1,3,0,193,84,26,"Apopka, Florida USA"
6144,1650,781,"2016-07-14","blue","KO/TKO","red",1,5,1,175,61,26,"Modesto, California USA"
6109,1549,781,"2016-07-14","blue","SUB","red",2,3,0,185,77,37,"Dubbo, New South Wales Australia"
6166,2155,781,"2016-07-14","blue","DEC","red",3,3,0,187,109,39,"Moscow Russia"
6185,2782,781,"2016-09-17","blue","SUB","red",1,3,0,185,84,30,"Stoughton, Massachusetts USA"
6105,2066,781,"2016-07-14","red","KO/TKO","blue",2,3,0,190,84,29,"Orlando, Florida USA"
6169,2781,781,"2016-07-14","red","SUB","blue",3,3,0,170,61,30,"Safford, Arizona USA"
6168,2780,781,"2016-07-13","blue","KO/TKO","red",1,3,0,182,93,26,"Sioux Falls, South Dakota USA"
6138,2164,780,"2016-07-12","blue","SUB","red",1,3,0,170,65,30,"Honolulu, HI USA"
6104,890,780,"2016-07-11","blue","KO/TKO","blue",1,5,2,175,70,33,"Philadelphia, Pennsylvania United States"
6104,532,780,"2016-07-11","blue","KO/TKO","red",1,5,5,175,70,32,"Rio de Janeiro Brazil"
6119,2082,780,"2016-07-11","blue","DEC","blue",3,3,2,190,118,32,"New Orleans, Louisiana United States"
6127,2358,780,"2016-07-11","red","SUB","red",2,3,0,172,61,30,"Mexico City Mexico"
6122,2291,780,"2016-07-11","red","DEC","red",3,3,1,182,77,35,"Los Angeles, California United States"
6138,2191,780,"2016-07-12","blue","SUB","blue",1,3,0,167,61,30,"Sao Paulo Brazil"
6126,2288,780,"2016-07-11","red","SUB","red",1,3,3,177,70,30,"Niteroi, Rio de Janeiro Brasil"
6120,2308,780,"2016-07-11","red","DEC","red",3,3,0,172,61,30,"Tucson, Arizona USA"
6125,2703,780,"2016-07-11","red","SUB","blue",2,3,1,182,77,26,"Guadalajara, Jalisco Mexico"
6123,2746,780,"2016-07-11","red","DEC","blue",3,3,0,185,70,31,"La Seyne-sur-Mer France"
6165,1858,780,"2016-07-11","red","SUB","red",2,3,1,172,61,29,"Sao Paulo Brazil"
6122,2778,780,"2016-07-11","red","DEC","blue",3,3,0,180,77,28,"Chicago, Illinois United States"
6120,2577,780,"2016-07-11","red","DEC","blue",3,3,0,165,61,32,"Manaus Brazil"
6126,2292,780,"2016-07-11","red","SUB","blue",1,3,0,172,70,26,"Gdansk Poland"
6165,2276,780,"2016-07-11","red","SUB","blue",2,3,1,172,61,37,"El Reno, OK USA"
6125,2588,780,"2016-07-11","red","SUB","red",2,3,0,180,77,25,"Westwood, New Jersey United States"
6124,870,780,"2016-07-12","blue","KO/TKO","red",2,3,1,182,77,41,"Dresden, Tennessee USA"
6123,1675,780,"2016-07-11","red","DEC","red",3,3,0,172,70,31,"Halifax, Nova Scotia Canada"
6127,2571,780,"2016-07-11","red","SUB","blue",2,3,1,170,61,34,"Sao Paulo Brazil"
6119,1015,780,"2016-07-11","blue","DEC","red",3,3,1,182,119,40,"Las Vegas, Nevada USA"
6114,1891,780,"2016-07-11","red","SUB","blue",1,3,0,177,70,31,"Sakatoon, Saskatchewan Canada"
6124,2186,780,"2016-07-12","blue","KO/TKO","blue",2,3,2,182,77,35,"Campina Grande, Paraiba Brazil"
6114,2426,780,"2016-07-11","red","SUB","red",1,3,0,177,70,29,"Donegal Ireland"
6131,2343,779,"2016-07-25","red","SUB","red",1,3,1,162,52,32,"Chicago, Illinois USA"
6139,2659,779,"2016-07-25","red","KO/TKO","red",1,3,1,193,113,30,"Batie Cameroon"
6130,2731,779,"2016-07-25","blue","DEC","blue",5,5,0,165,61,29,"Bishkek Kyrgyzstan"
6128,1657,779,"2016-07-25","red","DEC","red",3,3,1,180,70,31,"Rio de Janeiro Brazil"
6094,2767,779,"2016-07-25","red","SUB","blue",2,3,0,187,114,32,"Russia"
6151,2202,779,"2016-07-25","blue","DEC","red",3,3,0,175,65,30,"New York, New York USA"
6094,2658,779,"2016-07-25","red","SUB","red",2,3,0,187,110,23,"Rio de Janeiro Brazil"
6090,2200,779,"2016-07-25","red","DEC","blue",3,3,2,190,77,32,"Great Novgorod Russia"
6142,2074,779,"2016-07-25","red","DEC","red",3,3,1,167,70,35,"Belem, Para Brazil"
6141,1486,779,"2016-07-25","red","DEC","red",3,3,2,177,65,32,"Portage, Indiana United States"
6140,961,779,"2016-07-25","blue","KO/TKO","blue",3,3,0,170,61,32,"Houston, TX USA"
6151,2724,779,"2016-07-25","blue","DEC","blue",3,3,0,177,65,24,"Jackson, Mississippi United States"
6088,2469,779,"2016-07-25","red","DEC","red",3,3,0,180,77,29,"Tres Rios, Rio de Janeiro Brazil"
6142,2797,779,"2016-07-25","red","DEC","blue",3,3,0,175,70,27,"Oklahoma City, Oklahoma United States"
6131,2306,779,"2016-07-25","red","SUB","blue",1,3,1,162,52,25,"Ewa Beach, Hawaii USA"
6130,2317,779,"2016-07-25","blue","DEC","red",5,5,0,172,65,35,"Albuquerque, New Mexico United States"
6139,2752,779,"2016-07-25","red","KO/TKO","blue",1,3,0,180,106,36,"Odzaci Serbia"
6141,1993,779,"2016-07-25","red","DEC","blue",3,3,3,170,65,29,"Fortaleza, Ceara Brazil"
6128,778,779,"2016-07-25","red","DEC","blue",3,3,0,175,70,34,"Santa Ana, California USA"
6088,2268,779,"2016-07-25","red","DEC","blue",3,3,1,177,77,28,"Frankfurt Germany"
6140,2304,779,"2016-07-25","blue","KO/TKO","red",3,3,0,167,61,36,"Phoenix, Arizona USA"
6090,2587,779,"2016-07-25","red","DEC","red",3,3,2,182,77,29,"Auchi Nigeria"
6134,1905,778,"2016-07-11","red","DEC","red",3,3,0,167,61,31,"Angels Camp, California USA"
6081,1052,778,"2016-07-11","red","DEC","red",5,5,0,170,65,30,"Manaus Brazil"
6160,735,778,"2016-07-11","no contest","DEC","blue",3,3,2,177,120,43,"South Auckland New Zealand"
6085,461,778,"2016-07-11","blue","KO/TKO","red",1,3,0,177,70,35,"Albuquerque, New Mexico USA"
6081,451,778,"2016-07-11","red","DEC","blue",5,5,4,167,65,35,"Summit, New Jersey United States"
6082,497,778,"2016-07-11","red","KO/TKO","red",1,3,0,185,109,34,"Yuma, Arizona USA"
6085,524,778,"2016-07-11","blue","KO/TKO","blue",1,3,0,177,70,32,"Brockton, Massachusetts USA"
6086,2628,778,"2016-07-11","red","DEC","red",3,3,0,182,70,21,"Houston, Texas USA"
6099,1511,778,"2016-07-12","blue","DEC","blue",3,3,2,167,61,27,"Spokane, Washington USA"
6086,2701,778,"2016-07-11","red","DEC","blue",3,3,0,177,77,30,"Seville, Andalusia Spain"
6084,2087,778,"2016-07-11","red","KO/TKO","blue",1,3,4,182,84,33,"Rio de Janeiro Brazil"
6160,305,778,"2016-07-11","no contest","DEC","red",3,3,0,190,120,39,"Webster, South Dakota USA"
6202,235,778,"2016-07-11","red","DEC","blue",3,3,0,187,84,41,"Curitiba Brazil"
6087,509,778,"2016-07-11","red","KO/TKO","red",1,3,0,172,70,33,"Sparta, New Jersey United States"
6084,786,778,"2016-07-11","red","KO/TKO","red",1,3,1,187,84,31,"The Netherlands"
6202,1409,778,"2016-07-11","red","DEC","red",3,3,2,180,93,38,"Lafayette, Louisiana USA"
6134,1039,778,"2016-07-11","red","DEC","blue",3,3,1,165,61,34,"Recife Brazil"
6099,2017,778,"2016-07-12","blue","DEC","red",3,3,0,167,61,34,"Winona, Minnesota USA"
6082,1515,778,"2016-07-11","red","KO/TKO","blue",1,3,1,200,115,34,"Honolulu, Hawaii United States"
6087,721,778,"2016-07-11","red","KO/TKO","blue",1,3,0,172,70,38,"Kanagawa Japan"
6083,947,778,"2016-07-11","blue","DEC","red",3,3,0,175,84,33,"Ada, Oklahoma United States"
6083,2070,778,"2016-07-11","blue","DEC","blue",3,3,0,175,84,25,"San Jose, California United States"
6095,1719,778,"2016-07-11","blue","SUB","blue",1,5,3,172,61,28,"Salvador, Bahia Brazil"
6095,1317,778,"2016-07-11","blue","SUB","red",1,5,5,167,61,30,"Tacoma, Washington United States"
6055,545,777,"2016-05-30","blue","DEC","blue",3,3,0,175,65,30,"Des Moines, Iowa United States"
6055,1527,777,"2016-05-30","blue","DEC","red",3,3,0,167,65,30,"Natal Brazil"
6079,1184,777,"2016-05-29","blue","DEC","blue",3,3,1,172,61,32,"Goldendale, WA USA"
6060,2766,777,"2016-05-31","red","KO/TKO","blue",2,3,0,190,84,32,"Blumenau, Santa Catarina Brazil"
6054,2325,777,"2016-05-31","blue","KO/TKO","red",1,5,4,170,61,25,"Sao Paulo Brazil"
6061,2507,777,"2016-05-30","red","SUB","blue",2,3,0,182,70,30,"St. Catharines, Ontario Canada"
6063,1783,777,"2016-05-31","blue","DEC","blue",3,3,0,180,77,30,"Riverside, California USA"
6058,669,777,"2016-05-31","blue","DEC","blue",3,3,1,177,77,32,"Tacoma, WA USA"
6063,1272,777,"2016-05-31","blue","DEC","red",3,3,0,180,77,32,"Miami, Florida USA"
6057,2013,777,"2016-05-30","red","DEC","red",3,3,2,172,70,33,"Greensboro, North Carolina United States"
6060,2364,777,"2016-05-31","red","KO/TKO","red",2,3,0,190,84,28,"St. Louis, Missouri USA"
6061,1092,777,"2016-05-30","red","SUB","red",2,3,0,177,70,28,"Cedar Rapids, IA USA"
6062,2316,777,"2016-05-30","blue","DEC","blue",3,3,1,180,70,32,"Philadelphia, Pennsylvania United States"
6056,2245,777,"2016-05-31","red","DEC","blue",3,3,3,185,84,38,"Joinvillve, Santa Catarina Brazil"
6067,2099,777,"2016-05-30","red","DEC","blue",3,3,0,167,61,30,"Barberton, Ohio USA"
6059,2605,777,"2016-05-29","blue","KO/TKO","red",2,3,0,193,120,37,"San Jose, CA USA"
6054,2369,777,"2016-05-31","blue","KO/TKO","blue",1,5,2,172,61,25,"Uhrichsville, Ohio USA"
6056,1550,777,"2016-05-31","red","DEC","red",3,3,2,187,84,30,"Alameda, California USA"
6062,407,777,"2016-05-30","blue","DEC","red",3,3,1,177,77,36,"Salt Lake City, Utah United States"
6058,942,777,"2016-05-31","blue","DEC","red",3,3,1,177,77,30,"Brussels Belgium"
6079,2177,777,"2016-05-29","blue","DEC","red",3,3,4,170,61,27,"Long Island, New York USA"
6057,2774,777,"2016-05-30","red","DEC","blue",3,3,0,177,70,29,"Olean, New York United States"
6059,2763,777,"2016-05-29","blue","KO/TKO","blue",2,3,0,190,104,29,"Calvert County, Maryland United States"
6067,2022,777,"2016-05-30","red","DEC","red",3,3,0,167,61,36,"Takoma Park, Maryland United States"
6118,2698,776,"2016-07-11","red","KO/TKO","blue",1,3,0,180,77,29,"Cairns Australia"
6117,1991,776,"2016-07-11","red","DEC","red",3,3,1,185,84,32,"Ibitinga, Sao Paulo Brazil"
6147,2578,776,"2016-07-11","blue","DEC","blue",3,3,1,162,56,24,"Belo Horizonte Brazil"
6147,2007,776,"2016-07-11","blue","DEC","red",3,3,0,167,56,33,"Phoenix, Arizona USA"
6118,2206,776,"2016-07-11","red","KO/TKO","red",1,3,0,182,77,29,"Xinjiang China"
6117,1843,776,"2016-07-11","red","DEC","blue",3,3,0,193,84,28,"Corpus Christi, Texas USA"
6200,2789,776,"2016-07-11","red","DEC","red",3,4,0,185,84,28,"Belleville, Illinois USA"
6198,2794,776,"2016-07-11","blue","DEC","blue",3,3,0,187,93,32,"East Liverpool, Ohio USA"
6121,2198,776,"2016-07-11","red","KO/TKO","red",1,3,0,177,65,25,"Daegu South Korea"
6200,2790,776,"2016-07-11","red","DEC","blue",3,4,0,185,93,27,"Los Angeles, California  United States"
6038,2277,776,"2016-08-29","red","DEC","blue",5,5,1,162,52,28,"Mossoro, Rio Grande do Norte Brazil"
6199,2792,776,"2016-07-11","red","SUB","blue",1,4,0,160,52,25,"Lansing, Michigan United States"
6199,2791,776,"2016-07-11","red","SUB","red",1,4,0,165,52,26,"Bellflower, California USA"
6121,533,776,"2016-07-11","red","KO/TKO","blue",1,3,1,170,65,32,"Florianopolis Brazil"
6112,2157,776,"2016-07-11","blue","KO/TKO","blue",1,3,1,175,70,24,"Detroit, Michigan United States"
6135,374,776,"2016-07-11","red","DEC","red",3,3,0,172,65,37,"Phoenix, Arizona USA"
6116,2585,776,"2016-07-11","red","KO/TKO","blue",1,3,1,180,70,31,"Adrian, Michigan USA"
6112,2258,776,"2016-07-11","blue","KO/TKO","red",1,3,2,175,70,22,"Melbourne, Victoria Australia"
6116,2573,776,"2016-07-11","red","KO/TKO","red",1,3,1,172,70,28,"Anapolis, Goias Brazil"
6170,875,776,"2016-07-11","blue","DEC","red",3,3,1,172,70,32,"Sunderland England"
6198,2793,776,"2016-07-11","blue","DEC","red",3,3,0,190,93,28,"Lynden, Washington USA"
6170,2042,776,"2016-07-11","blue","DEC","blue",3,3,0,177,70,30,"Chicago, Illinois United States"
6135,2576,776,"2016-07-11","red","DEC","blue",3,3,0,167,65,35,"Rio de Janeiro Brazil"
6038,2280,776,"2016-08-29","red","DEC","red",5,5,5,167,52,29,"Olsztyn Poland"
6074,2756,775,"2016-06-20","red","SUB","blue",3,3,0,177,70,30,"Toulouse France"
6076,2779,775,"2016-07-06","red","SUB","blue",3,3,0,190,77,29,"Quebec City, Quebec Canada"
6111,2309,775,"2016-06-20","blue","SUB","blue",3,3,0,167,61,30,"Porterville, California United States"
6133,2339,775,"2016-07-06","blue","KO/TKO","blue",3,3,1,167,52,31,"Irvine Scotland"
6073,2073,775,"2016-06-20","red","DEC","blue",3,3,2,175,70,31,"Sao Paulo Brazil"
6072,2264,775,"2016-06-20","red","DEC","blue",3,3,0,187,84,30,"Milwaukee, Wisconsin United States"
6146,2610,775,"2016-06-20","red","DEC","blue",3,3,1,165,56,26,"Tampa, Florida USA"
6073,2243,775,"2016-06-20","red","DEC","red",3,3,1,180,70,31,"Toronto Canada"
6053,1076,775,"2016-06-20","red","KO/TKO","red",3,3,1,185,77,33,"Denver, Colorado United States"
6110,2710,775,"2016-06-20","red","DEC","blue",3,3,0,170,52,31,"San Diego, California United States"
6075,546,775,"2016-06-20","blue","KO/TKO","red",1,3,1,193,84,30,"Ithaca, New York USA"
6075,2122,775,"2016-06-20","blue","KO/TKO","blue",1,3,3,185,84,27,"Orneta Poland"
6076,2297,775,"2016-07-06","red","SUB","red",3,3,0,180,77,29,"Clovis, California USA"
6077,2608,775,"2016-06-20","red","SUB","red",3,3,2,190,93,30,"Riga Latvia"
6072,2224,775,"2016-06-20","red","DEC","red",3,3,0,185,84,28,"Toronto, Ontario Canada"
6111,2220,775,"2016-06-20","blue","SUB","red",3,3,0,170,61,31,"Ventura, California USA"
6110,2350,775,"2016-06-20","red","DEC","red",3,3,0,162,52,31,"Baghdad Iraq"
6071,2205,775,"2016-06-20","red","DEC","blue",3,3,0,185,93,33,"Cottage Grove, Minnesota USA"
6074,2223,775,"2016-06-20","red","SUB","red",3,3,0,175,70,28,"Montreal, Quebec Canada"
6037,1176,775,"2016-06-20","blue","DEC","red",5,5,0,182,77,27,"Quesnel, B.C. Canada"
6037,1944,775,"2016-06-20","blue","DEC","blue",5,5,4,182,77,34,"Simpsonville, South Carolina United States"
6053,405,775,"2016-06-20","red","KO/TKO","blue",3,3,3,180,77,37,"Rimouski, Quebec Canada"
6077,2765,775,"2016-06-20","red","SUB","blue",3,3,0,185,93,23,"Chisinau Republic of Moldova"
6071,2195,775,"2016-06-20","red","DEC","red",3,3,1,180,93,35,"St-Jean Sur Richelieu, Quebec, Canada, Quebec Canada"
6133,2256,775,"2016-07-06","blue","KO/TKO","red",3,3,0,170,56,34,"Montreal, Quebec Canada"
6146,2084,775,"2016-06-20","red","DEC","red",3,3,0,162,56,31,"Dagestan Republic Russia"
6078,2204,774,"2016-06-05","red","DEC","red",3,3,4,185,77,26,"Anaheim, California USA"
6108,129,774,"2017-02-13","red","KO/TKO","red",2,3,0,180,84,46,"Downey, California USA"
6068,2367,774,"2017-01-31","blue","KO/TKO","red",2,3,1,187,93,29,"San Bernardino, California USA"
6107,1936,774,"2016-06-05","red","DEC","red",3,3,8,180,65,25,"Oahu, Hawaii USA"
6069,2709,774,"2016-11-05","red","KO/TKO","blue",3,3,0,187,77,35,"Suwon South Korea"
6101,1755,774,"2016-06-05","blue","DEC","blue",3,3,1,177,65,28,"Miami, Florida USA"
6108,768,774,"2017-02-13","red","KO/TKO","blue",2,3,0,175,77,39,"Matanzas Cuba"
6078,2510,774,"2016-06-05","red","DEC","blue",3,3,2,190,77,25,"Birmingham England"
6103,2079,774,"2016-06-05","blue","KO/TKO","blue",2,3,0,160,52,25,"Umuarama, Parana Brazil"
6103,2341,774,"2016-06-05","blue","KO/TKO","red",2,3,0,165,52,34,"Newport Beach, California United States"
6069,2707,774,"2016-11-05","red","KO/TKO","red",3,3,0,180,70,32,"Mexicali, Baja California Mexico"
6102,459,774,"2016-06-05","red","KO/TKO","blue",3,3,0,170,65,35,"Round Lake, Illinois USA"
6107,1054,774,"2016-06-05","red","DEC","blue",3,3,0,172,65,34,"Chicago, Illinois USA"
6102,2238,774,"2016-06-05","red","KO/TKO","red",3,3,2,172,65,26,"Los Angeles, California USA"
6051,1452,774,"2016-06-05","draw","0","red",3,3,0,180,84,35,"Inglewood, California USA"
6050,1984,774,"2016-06-05","red","KO/TKO","blue",1,3,4,190,70,30,"Olney, Texas USA"
6047,1595,774,"2016-06-05","red","KO/TKO","red",1,3,2,175,70,28,"Lafayette, Louisiana United States"
6047,1683,774,"2016-06-05","red","KO/TKO","blue",1,3,0,177,70,30,"Fontana, California USA"
6068,2768,774,"2017-01-31","blue","KO/TKO","blue",2,3,0,190,93,27,"Limoeiro, Pernambuco Brazil"
6051,2747,774,"2016-06-05","draw","0","blue",3,3,0,182,84,30,"Sarajevo Bosnia"
6050,2168,774,"2016-06-05","red","KO/TKO","red",1,3,0,177,70,27,"Goetapeh Iran"
6035,1294,774,"2016-06-05","blue","KO/TKO","red",1,5,5,190,84,32,"Santa Cruz, California USA"
6101,522,774,"2016-06-05","blue","DEC","red",3,3,0,185,65,32,"Augusta, Georgia USA"
6036,1057,774,"2016-06-05","red","DEC","red",5,5,2,172,61,32,"San Diego, California USA"
6035,368,774,"2016-06-05","blue","KO/TKO","blue",1,5,3,185,84,38,"Manchester England"
6036,959,774,"2016-06-05","red","DEC","blue",5,5,1,167,61,37,"Isla Vista , California USA"
6092,2085,773,"2016-12-05","red","SUB","blue",2,3,2,185,93,37,"Xapuri, Acre Brazil"
6100,2296,773,"2016-05-09","red","SUB","red",2,3,0,177,56,27,"Shizuoka Japan"
6100,2371,773,"2016-05-09","red","SUB","blue",2,3,0,172,56,30,"Los Angeles, California USA"
6022,2313,773,"2016-05-09","red","DEC","blue",3,3,4,177,70,29,"Rockville Centre, New York USA"
6023,1871,773,"2016-05-09","blue","KO/TKO","red",3,3,0,180,70,33,"Muriae, Minas Gerais Brazil"
6065,2196,773,"2016-05-09","red","DEC","blue",3,3,1,162,56,37,"Dublin Ireland"
6020,367,773,"2016-05-09","red","KO/TKO","blue",2,5,0,193,109,38,"Minsk Belarus"
6024,1938,773,"2016-08-29","red","KO/TKO","red",2,3,2,190,84,34,"Stockholm Sweden"
6024,2428,773,"2016-08-29","red","KO/TKO","blue",2,3,0,185,84,34,"Vereeniging, Gauteng South Africa"
6093,2347,773,"2016-05-09","red","DEC","blue",3,3,0,167,52,36,"Los Angeles, California USA"
6021,649,773,"2016-05-09","blue","KO/TKO","blue",1,3,0,213,120,29,"Beverwijk The Netherlands"
6091,2769,773,"2016-05-09","red","KO/TKO","blue",1,3,0,160,52,32,"Aarhus Denmark"
6021,1431,773,"2016-05-09","blue","KO/TKO","red",1,3,0,193,119,37,"Brasilia Brazil"
6091,1744,773,"2016-05-09","red","KO/TKO","red",1,3,1,175,65,32,"Utrecht The Netherlands"
6092,2076,773,"2016-12-05","red","SUB","red",2,3,0,190,93,25,"Donetsk Ukraine"
6022,2023,773,"2016-05-09","red","DEC","red",3,3,1,172,70,30,"Dagestan Russia"
6025,2602,773,"2016-05-09","red","DEC","blue",3,3,0,185,77,27,"San Pablo, California USA"
6026,2015,773,"2016-05-09","blue","SUB","blue",2,3,3,180,77,28,"Reykjavik Iceland"
6026,2172,773,"2016-05-09","blue","SUB","red",2,3,5,180,77,25,"Nalchik Russia"
6020,808,773,"2016-05-09","red","KO/TKO","red",2,5,3,193,120,36,"Hounslow England"
6093,2678,773,"2016-05-09","red","DEC","red",3,3,1,160,52,31,"Lodz Poland"
6045,2019,773,"2016-05-09","blue","DEC","red",3,3,2,180,70,32,"Spokane, Washington USA"
6065,2103,773,"2016-05-09","red","DEC","red",3,3,1,165,56,26,"Gunma Japan"
6045,2773,773,"2016-05-09","blue","DEC","blue",3,3,0,172,70,32,"Sacramento, California USA"
6025,2329,773,"2016-05-09","red","DEC","red",3,3,0,182,77,25,"Kingston Jamaica"
6023,1918,773,"2016-05-09","blue","KO/TKO","blue",3,3,0,180,70,38,"Tehran Iran"
6013,1875,772,"2016-04-25","red","DEC","blue",3,3,0,177,77,29,"Cincinnati, Ohio USA"
6096,2106,772,"2016-04-25","red","KO/TKO","red",1,3,0,195,113,33,"Birmingham, Alabama USA"
6004,2279,772,"2016-04-25","red","DEC","blue",3,3,2,165,52,35,"Belo Horizonte, MG Brazil"
6064,2118,772,"2016-04-25","red","DEC","red",3,3,1,167,56,23,"Milwaukee, Wisconsin USA"
6005,2362,772,"2016-04-25","red","KO/TKO","red",2,3,3,180,65,24,"Parral, Chihuahua Mexico"
5991,2299,772,"2016-04-25","red","KO/TKO","blue",1,5,4,162,56,30,"Los Angeles, California USA"
5990,549,772,"2016-04-25","red","DEC","red",5,5,2,193,93,29,"Rochester, New York USA"
6064,2332,772,"2016-04-25","red","DEC","blue",3,3,1,170,56,36,"Dallas, TX USA"
5990,1499,772,"2016-04-25","red","DEC","blue",5,5,1,190,93,33,"Immokalee, Florida United States"
6006,1984,772,"2016-04-25","blue","DEC","blue",3,3,3,190,70,30,"Olney, Texas USA"
6012,1069,772,"2016-04-25","blue","DEC","red",3,3,0,177,65,30,"Milwaukee, Wisconsin USA"
6096,2770,772,"2016-04-25","red","KO/TKO","blue",1,3,0,190,111,28,"Albuquerque, New Mexico USA"
5997,2037,772,"2016-04-25","red","DEC","red",3,3,4,182,84,26,"Middlemore New Zealand"
5997,1594,772,"2016-04-25","red","DEC","blue",3,3,4,182,84,34,"Belo Horizonte Brazil"
6003,2061,772,"2016-04-25","red","SUB","blue",1,3,0,187,93,30,"Hattiesburg, MS USA"
6004,2338,772,"2016-04-25","red","DEC","red",3,3,0,154,52,29,"Los Angeles, California United States"
6006,2575,772,"2016-04-25","blue","DEC","red",3,3,1,182,70,26,"Curitibanos, Santa Catarina Brazil"
6003,1865,772,"2016-04-25","red","SUB","red",1,3,0,185,93,31,"Ribeirâo Pires, Sao Paulo Brazil"
