"Event_ID","Fight_ID","ID","corner","Date","Name"
792,6348,2700,"red","2016-11-07","Erick Montano"
792,6352,2705,"red","2016-11-07","Enrique Barzola"
792,6302,1858,"blue","2016-11-07","Felipe Arantes"
792,6247,1815,"blue","2016-11-07","Tony Ferguson"
792,6248,2168,"red","2016-11-07","Beneil Dariush"
792,6324,2800,"blue","2016-11-07","Jason Novelli"
792,6417,2309,"blue","2016-11-07","Joe Soto"
792,6364,2264,"red","2016-11-07","Sam Alvey"
791,6254,1431,"blue","2016-09-25","Antonio Silva"
791,6255,2316,"blue","2016-09-26","Paul Felder"
791,6258,2210,"blue","2016-09-26","Michinori Tanaka"
791,6255,1997,"red","2016-09-26","Francisco Trinaldo"
791,6259,2011,"red","2016-09-25","Jussier Formiga"
791,6256,2288,"red","2016-09-26","Gilbert Burns"
791,6261,2575,"red","2016-09-26","Glaico Franca"
791,6263,2101,"red","2016-09-26","Alan Patrick"
791,6298,2782,"blue","2016-09-25","Eric Spicely"
791,6253,515,"blue","2016-09-26","Phillipe Nover"
791,6259,1504,"blue","2016-09-25","Dustin Ortiz"
791,6258,1044,"red","2016-09-26","Rani Yahya"
791,6298,2087,"red","2016-09-25","Thiago Santos"
791,6257,1993,"red","2016-09-26","Godofredo Pepey"
791,6260,2588,"red","2016-09-26","Vicente Luque"
791,6251,1194,"red","2016-09-26","Cris Cyborg"
791,6254,1015,"red","2016-09-25","Roy Nelson"
791,6260,2333,"blue","2016-09-26","Hector Urbina"
791,6257,2230,"blue","2016-09-26","Mike de la Torre"
791,6261,2812,"blue","2016-09-26","Gregor Gillespie"
791,6263,2502,"blue","2016-09-26","Stevie Ray"
791,6264,1820,"red","2016-09-26","Erick Silva"
791,6253,1527,"red","2016-09-26","Renan Barao"
791,6264,2772,"blue","2016-09-26","Luan Chagas"
791,6256,2074,"blue","2016-09-26","Michel Prazeres"
791,6251,2811,"blue","2016-09-26","Lina Lansberg"
790,6309,525,"red","2016-10-03","Keita Nakamura"
790,6240,2166,"red","2016-10-03","Louis Smolka"
790,6305,2764,"blue","2016-10-03","Curtis Blaydes"
790,6309,2508,"blue","2016-10-03","Elizeu Zaleski dos Santos"
790,6310,2765,"blue","2016-10-03","Ion Cutelaba"
790,6242,546,"blue","2016-10-03","Tamdan McCrory"
790,6244,407,"red","2016-10-03","Joshua Burkman"
790,6244,2826,"blue","2016-10-03","Zak Ottow"
790,6242,372,"red","2016-10-03","Nate Marquardt"
790,6245,2809,"blue","2016-10-03","Ketlen Vieira"
790,6243,2042,"red","2016-10-03","Will Brooks"
790,6241,2106,"blue","2016-12-05","Walt Harris"
790,6267,1966,"red","2016-10-03","John Lineker"
790,6305,2770,"red","2016-10-03","Cody East"
790,6267,1904,"blue","2016-10-03","John Dodson"
790,6241,2424,"red","2016-12-05","Shamil Abdurakhimov"
790,6245,2757,"red","2016-10-03","Kelly Faszholz"
790,6246,2768,"red","2017-01-31","Henrique da Silva"
790,6310,2367,"red","2016-10-03","Jonathan Wilson"
790,6249,2119,"blue","2016-10-03","Andre Fili"
790,6243,2469,"blue","2016-10-03","Alex Oliveira"
790,6240,2825,"blue","2016-10-03","Brandon Moreno"
790,6249,1980,"red","2016-10-03","Hacran Dias"
790,6246,2810,"blue","2017-01-31","Joachim Christensen"
789,6216,1595,"red","2016-09-19","Dustin Poirier"
789,6239,2700,"red","2016-09-19","Erick Montano"
789,6221,2738,"blue","2016-09-19","Joey Gomez"
789,6234,2778,"blue","2016-09-19","Belal Muhammad"
789,6279,2313,"red","2016-09-19","Chris Wade"
789,6216,1711,"blue","2016-09-19","Michael Johnson"
789,6279,2466,"blue","2016-09-19","Islam Makhachev"
789,6239,2739,"blue","2016-09-19","Randy Brown"
789,6220,2360,"red","2016-09-19","Gabriel Benitez"
789,6217,2069,"red","2016-09-19","Uriah Hall"
789,6219,2354,"red","2016-09-19","Alejandro Perez"
789,6222,2214,"red","2016-09-19","Chas Skelly"
789,6221,2355,"red","2016-09-19","Jose Quinonez"
789,6222,1864,"blue","2016-09-19","Maximo Blanco"
789,6219,2405,"blue","2016-09-19","Albert Morales"
789,6233,1655,"blue","2016-09-19","Kenny Robertson"
789,6297,2246,"red","2016-09-19","Antonio Carlos Junior"
789,6220,1978,"blue","2016-09-19","Sam Sicilia"
789,6218,2821,"blue","2016-09-19","Rick Glenn"
789,6217,1806,"blue","2016-09-19","Derek Brunson"
789,6297,2733,"blue","2016-09-19","Leonardo Augusto Leleco"
789,6233,347,"red","2016-09-19","Roan Carneiro"
789,6234,2334,"red","2016-09-19","Augusto Montano"
789,6218,648,"red","2016-09-19","Evan Dunham"
787,6184,2305,"red","2016-12-11","Paige VanZant"
787,6186,2749,"blue","2016-08-28","Kyle Bochniak"
787,6197,2756,"blue","2016-08-27","Thibault Gouti"
787,6180,2755,"blue","2016-08-29","Alessio Di Chirico"
787,6230,2802,"blue","2016-08-27","Felipe Silva"
787,6230,2507,"red","2016-08-27","Shane Campbell"
787,6186,2705,"red","2016-08-28","Enrique Barzola"
787,6184,2345,"blue","2016-12-11","Bec Rawlings"
787,6229,2264,"red","2016-08-28","Sam Alvey"
787,6179,1069,"red","2016-12-06","Anthony Pettis"
787,6179,1531,"blue","2016-12-06","Charles Oliveira"
787,6180,2428,"red","2016-08-29","Garreth McLellan"
787,6197,2222,"red","2016-08-27","Chad Laprise"
787,6223,524,"red","2016-08-29","Joe Lauzon"
787,6228,326,"red","2016-08-28","Demian Maia"
787,6223,509,"blue","2016-08-29","Jim Miller"
787,6238,2807,"red","2016-08-27","Jeremy Kennedy"
787,6229,1452,"blue","2016-08-28","Kevin Casey"
787,6228,663,"blue","2016-08-28","Carlos Condit"
787,6238,2819,"blue","2016-08-27","Alessandro Ricci"
786,6187,1907,"red","2016-08-08","Dennis Bermudez"
786,6172,2362,"red","2016-08-08","Yair Rodriguez"
786,6225,2808,"blue","2016-08-08","Danielle Taylor"
786,6174,1543,"red","2016-08-08","Court McGee"
786,6225,2465,"red","2016-08-08","Maryna Moroz"
786,6173,750,"blue","2016-08-08","Tatsuya Kawajiri"
786,6215,2704,"blue","2016-08-08","Horacio Gutierrez"
786,6176,2233,"red","2016-08-08","Viktor Pesta"
786,6195,1810,"red","2016-08-08","Trevor Smith"
786,6176,2753,"blue","2016-08-08","Marcin Tybura"
786,6175,2107,"red","2016-08-08","Santiago Ponzinibbio"
786,6214,2734,"red","2016-08-08","David Teymur"
786,6195,2786,"blue","2016-08-08","Joe Gigliotti"
786,6214,2800,"blue","2016-08-08","Jason Novelli"
786,6172,1755,"blue","2016-08-08","Alex Caceres"
786,6215,2655,"red","2016-08-08","Teruto Ishihara"
786,6174,1875,"blue","2016-08-08","Dominique Steele"
786,6177,1550,"blue","2016-08-08","Chris Camozzi"
786,6175,1422,"blue","2016-08-08","Zak Cummings"
786,6177,449,"red","2016-08-08","Thales Leites"
786,6173,1050,"red","2016-08-08","Cub Swanson"
786,6196,2788,"blue","2016-08-08","Justin Ledet"
786,6196,2787,"red","2016-08-08","Chase Sherman"
786,6187,1994,"blue","2016-08-08","Rony Jason"
785,6189,1076,"blue","2016-08-22","Donald Cerrone"
785,6250,2603,"blue","2016-08-22","Cortney Casey"
785,6188,1968,"blue","2016-08-22","Glover Teixeira"
785,6235,2297,"red","2016-08-22","Colby Covington"
785,6183,2813,"blue","2016-08-22","Mike Perry"
785,6189,669,"red","2016-08-22","Rick Story"
785,6192,1783,"blue","2016-08-22","Lorenz Larkin"
785,6193,1051,"blue","2016-08-22","Takeya Mizugaki"
785,6201,2795,"blue","2016-08-22","Chris Avila"
785,6161,2057,"blue","2016-08-22","Conor McGregor"
785,6250,2350,"red","2016-08-22","Randa Markos"
785,6206,1952,"red","2016-08-22","Tim Means"
785,6193,2369,"red","2016-08-22","Cody Garbrandt"
785,6161,538,"red","2016-08-22","Nate Diaz"
785,6191,2783,"blue","2016-08-22","Marvin Vettori"
785,6226,2150,"red","2016-08-22","Raquel Pennington"
785,6192,2047,"red","2016-08-22","Neil Magny"
785,6188,516,"red","2016-08-22","Anthony Johnson"
785,6201,2729,"red","2016-08-22","Artem Lobov"
785,6191,2766,"red","2016-08-22","Alberto Uda"
785,6226,2260,"blue","2016-08-22","Elizabeth Phillips"
785,6183,2020,"red","2016-08-22","Hyun Gyu Lim"
785,6206,1462,"blue","2016-08-22","Sabah Homasi"
785,6235,2805,"blue","2016-08-22","Max Griffin"
784,6205,2750,"blue","2016-09-11","Mickey Gall"
784,6284,1926,"blue","2016-09-12","Caio Magalhaes"
784,6207,959,"red","2016-09-11","Urijah Faber"
784,6285,2053,"blue","2016-09-12","Sean Spencer"
784,6285,1481,"red","2016-09-12","Yancy Medeiros"
784,6276,1340,"red","2017-01-31","Drew Dober"
784,6204,2099,"red","2016-09-12","Jessica Eye"
784,6205,2796,"red","2016-09-11","CM Punk"
784,6171,2820,"blue","2016-09-11","Michael McBride"
784,6171,1137,"red","2016-09-11","Nik Lentz"
784,6207,2589,"blue","2016-09-11","Jimmie Rivera"
784,6154,1852,"red","2016-09-12","Stipe Miocic"
784,6232,2079,"red","2016-09-12","Jessica Andrade"
784,6204,2133,"blue","2016-09-12","Bethe Correia"
784,6155,308,"red","2016-09-12","Fabricio Werdum"
784,6276,2815,"blue","2017-01-31","Jason Gonzalez"
784,6232,2339,"blue","2016-09-12","Joanne Calderwood"
784,6155,1515,"blue","2016-09-12","Travis Browne"
784,6154,808,"blue","2016-09-12","Alistair Overeem"
784,6284,1546,"red","2016-09-12","Brad Tavares"
783,6157,2060,"blue","2016-09-04","Ilir Latifi"
783,6236,2816,"blue","2016-09-05","Veronica Macedo"
783,6163,668,"red","2016-09-03","Peter Sobotta"
783,6158,2775,"blue","2016-09-05","Jack Hermansson"
783,6182,2300,"blue","2016-09-03","Jan Blachowicz"
783,6182,1139,"red","2016-09-03","Alexander Gustafsson"
783,6211,2145,"blue","2016-09-05","Tae Hyun Bang"
783,6164,2806,"blue","2016-09-05","Jimmy Wallhead"
783,6213,2799,"blue","2016-09-05","Christian Colombo"
783,6211,2207,"red","2016-09-05","Nick Hein"
783,6156,367,"red","2016-09-05","Andrei Arlovski"
783,6236,2368,"red","2016-09-05","Ashlee Evans-Smith"
783,6157,503,"red","2016-09-04","Ryan Bader"
783,6156,328,"blue","2016-09-05","Josh Barnett"
783,6237,2326,"red","2016-09-05","Taylor Lapilus"
783,6212,2073,"blue","2016-09-03","Leandro Silva"
783,6212,2023,"red","2016-09-03","Rustam Khabilov"
783,6158,2302,"red","2016-09-05","Scott Askham"
783,6213,2736,"red","2016-09-05","Jarjis Danho"
783,6163,2509,"blue","2016-09-03","Nicolas Dalby"
783,6164,2776,"red","2016-09-05","Jessin Ayari"
783,6237,2165,"blue","2016-09-05","Leandro Issa"
782,6153,965,"blue","2016-08-01","Jake Ellenberger"
782,6181,1272,"blue","2016-08-01","Jorge Masvidal"
782,6153,432,"red","2016-08-01","Matt Brown"
782,6209,2462,"blue","2016-07-31","Fredy Serrano"
782,6152,2215,"red","2016-08-01","Anthony Hamilton"
782,6137,2762,"blue","2016-08-01","Damien Brown"
782,6148,2754,"blue","2016-08-01","Bojan Velickovic"
782,6143,471,"red","2016-07-31","Robbie Lawler"
782,6159,419,"blue","2016-12-05","Ed Herman"
782,6149,1689,"red","2016-07-31","Francisco Rivera"
782,6148,2586,"red","2016-08-01","Michael Graves"
782,6162,2344,"red","2016-08-01","Rose Namajunas"
782,6143,1386,"blue","2016-07-31","Tyron Woodley"
782,6210,2801,"blue","2016-07-31","Hector Sandoval"
782,6210,2095,"red","2016-07-31","Wilson Reis"
782,6152,2732,"blue","2016-08-01","Damian Grabowski"
782,6162,2678,"blue","2016-08-01","Karolina Kowalkiewicz"
782,6159,2076,"red","2016-12-05","Nikita Krylov"
782,6181,875,"red","2016-08-01","Ross Pearson"
782,6149,1979,"blue","2016-07-31","Erik Perez"
782,6209,2134,"red","2016-07-31","Ryan Benoit"
782,6137,2706,"red","2016-08-01","Cesar Arzamendia"
781,6109,525,"blue","2016-07-14","Keita Nakamura"
781,6185,2264,"blue","2016-09-17","Sam Alvey"
781,6144,1966,"blue","2016-07-14","John Lineker"
781,6132,1815,"red","2016-07-14","Tony Ferguson"
781,6132,2784,"blue","2016-07-14","Lando Vannata"
781,6105,435,"red","2016-07-14","Tim Boetsch"
781,6106,2558,"red","2016-07-14","Scott Holtzman"
781,6106,2429,"blue","2016-07-14","Cody Pfister"
781,6166,2083,"blue","2016-07-14","Daniel Omielanczuk"
781,6178,2759,"blue","2016-07-14","Cristina Stanciu"
781,6167,2505,"blue","2016-07-14","Ben Nguyen"
781,6194,2293,"red","2016-07-14","Lauren Murphy"
781,6178,2603,"red","2016-07-14","Cortney Casey"
781,6194,2785,"blue","2016-07-14","Katlyn Chookagian"
781,6169,1044,"red","2016-07-14","Rani Yahya"
781,6167,2166,"red","2016-07-14","Louis Smolka"
781,6168,2740,"blue","2016-07-13","Alex Nicholson"
781,6144,1650,"red","2016-07-14","Michael McDonald"
781,6109,1549,"red","2016-07-14","Kyle Noke"
781,6166,2155,"red","2016-07-14","Aleksei Oleinik"
781,6185,2782,"red","2016-09-17","Eric Spicely"
781,6105,2066,"blue","2016-07-14","Josh Samman"
781,6169,2781,"blue","2016-07-14","Matthew Lopez"
781,6168,2780,"red","2016-07-13","Devin Clark"
780,6138,2164,"red","2016-07-12","Russell Doane"
780,6104,890,"blue","2016-07-11","Eddie Alvarez"
780,6104,532,"red","2016-07-11","Rafael Dos Anjos"
780,6119,2082,"blue","2016-07-11","Derrick Lewis"
780,6127,2358,"red","2016-07-11","Marco Beltran"
780,6122,2291,"red","2016-07-11","Alan Jouban"
780,6138,2191,"blue","2016-07-12","Pedro Munhoz"
780,6126,2288,"red","2016-07-11","Gilbert Burns"
780,6120,2308,"red","2016-07-11","Anthony Birchak"
780,6125,2703,"blue","2016-07-11","Alvaro Herrera"
780,6123,2746,"blue","2016-07-11","Mehdi Baghdad"
780,6165,1858,"red","2016-07-11","Felipe Arantes"
780,6122,2778,"blue","2016-07-11","Belal Muhammad"
780,6120,2577,"blue","2016-07-11","Dileno Lopes"
780,6126,2292,"blue","2016-07-11","Lukasz Sajewski"
780,6165,2276,"blue","2016-07-11","Jerrod Sanders"
780,6125,2588,"red","2016-07-11","Vicente Luque"
780,6124,870,"red","2016-07-12","Mike Pyle"
780,6123,1675,"red","2016-07-11","John Makdessi"
780,6127,2571,"blue","2016-07-11","Reginaldo Vieira"
780,6119,1015,"red","2016-07-11","Roy Nelson"
780,6114,1891,"blue","2016-07-11","Mitch Clarke"
780,6124,2186,"blue","2016-07-12","Alberto Mina"
780,6114,2426,"red","2016-07-11","Joe Duffy"
779,6131,2343,"red","2016-07-25","Felice Herrig"
779,6139,2659,"red","2016-07-25","Francis Ngannou"
779,6130,2731,"blue","2016-07-25","Valentina Shevchenko"
779,6128,1657,"red","2016-07-25","Edson Barboza"
779,6094,2767,"blue","2016-07-25","Dmitrii Smoliakov"
779,6151,2202,"red","2016-07-25","Jim Alers"
779,6094,2658,"red","2016-07-25","Luis Henrique"
779,6090,2200,"blue","2016-07-25","Alexander Yakovlev"
779,6142,2074,"red","2016-07-25","Michel Prazeres"
779,6141,1486,"red","2016-07-25","Darren Elkins"
779,6140,961,"blue","2016-07-25","Eddie Wineland"
779,6151,2724,"blue","2016-07-25","Jason Knight"
779,6088,2469,"red","2016-07-25","Alex Oliveira"
779,6142,2797,"blue","2016-07-25","JC Cottrell"
779,6131,2306,"blue","2016-07-25","Kailin Curran"
779,6130,2317,"red","2016-07-25","Holly Holm"
779,6139,2752,"blue","2016-07-25","Bojan Mihajlovic"
779,6141,1993,"blue","2016-07-25","Godofredo Pepey"
779,6128,778,"blue","2016-07-25","Gilbert Melendez"
779,6088,2268,"blue","2016-07-25","James Moontasri"
779,6140,2304,"red","2016-07-25","Frankie Saenz"
779,6090,2587,"red","2016-07-25","Kamaru Usman"
778,6134,1905,"red","2016-07-11","TJ Dillashaw"
778,6081,1052,"red","2016-07-11","Jose Aldo"
778,6160,735,"blue","2016-07-11","Mark Hunt"
778,6085,461,"red","2016-07-11","Diego Sanchez"
778,6081,451,"blue","2016-07-11","Frankie Edgar"
778,6082,497,"red","2016-07-11","Cain Velasquez"
778,6085,524,"blue","2016-07-11","Joe Lauzon"
778,6086,2628,"red","2016-07-11","Sage Northcutt"
778,6099,1511,"blue","2016-07-12","Julianna Pena"
778,6086,2701,"blue","2016-07-11","Enrique Marin"
778,6084,2087,"blue","2016-07-11","Thiago Santos"
778,6160,305,"red","2016-07-11","Brock Lesnar"
778,6202,235,"blue","2016-07-11","Anderson Silva"
778,6087,509,"red","2016-07-11","Jim Miller"
778,6084,786,"red","2016-07-11","Gegard Mousasi"
778,6202,1409,"red","2016-07-11","Daniel Cormier"
778,6134,1039,"blue","2016-07-11","Raphael Assuncao"
778,6099,2017,"red","2016-07-12","Cat Zingano"
778,6082,1515,"blue","2016-07-11","Travis Browne"
778,6087,721,"blue","2016-07-11","Takanori Gomi"
778,6083,947,"red","2016-07-11","Johny Hendricks"
778,6083,2070,"blue","2016-07-11","Kelvin Gastelum"
778,6095,1719,"blue","2016-07-11","Amanda Nunes"
778,6095,1317,"red","2016-07-11","Miesha Tate"
777,6055,545,"blue","2016-05-30","Jeremy Stephens"
777,6055,1527,"red","2016-05-30","Renan Barao"
777,6079,1184,"blue","2016-05-29","Bryan Caraway"
777,6060,2766,"blue","2016-05-31","Alberto Uda"
777,6054,2325,"red","2016-05-31","Thomas Almeida"
777,6061,2507,"blue","2016-05-30","Shane Campbell"
777,6063,1783,"blue","2016-05-31","Lorenz Larkin"
777,6058,669,"blue","2016-05-31","Rick Story"
777,6063,1272,"red","2016-05-31","Jorge Masvidal"
777,6057,2013,"red","2016-05-30","Abel Trujillo"
777,6060,2364,"red","2016-05-31","Jake Collier"
777,6061,1092,"red","2016-05-30","Erik Koch"
777,6062,2316,"blue","2016-05-30","Paul Felder"
777,6056,2245,"blue","2016-05-31","Vitor Miranda"
777,6067,2099,"blue","2016-05-30","Jessica Eye"
777,6059,2605,"red","2016-05-29","Chris de la Rocha"
777,6054,2369,"blue","2016-05-31","Cody Garbrandt"
777,6056,1550,"red","2016-05-31","Chris Camozzi"
777,6062,407,"red","2016-05-30","Joshua Burkman"
777,6058,942,"red","2016-05-31","Tarec Saffiedine"
777,6079,2177,"red","2016-05-29","Aljamain Sterling"
777,6057,2774,"blue","2016-05-30","Jordan Rinaldi"
777,6059,2763,"blue","2016-05-29","Adam Milstead"
777,6067,2022,"red","2016-05-30","Sara McMann"
776,6118,2698,"blue","2016-07-11","Anton Zafir"
776,6117,1991,"red","2016-07-11","Cezar Ferreira"
776,6147,2578,"blue","2016-07-11","Matheus Nicolau"
776,6147,2007,"red","2016-07-11","John Moraga"
776,6118,2206,"red","2016-07-11","Li Jingliang"
776,6117,1843,"blue","2016-07-11","Anthony Smith"
776,6200,2789,"red","2016-07-11","Andrew Sanchez"
776,6198,2794,"blue","2016-07-11","Josh Stansbury"
776,6121,2198,"red","2016-07-11","Dooho Choi"
776,6200,2790,"blue","2016-07-11","Khalil Rountree"
776,6038,2277,"blue","2016-08-29","Claudia Gadelha"
776,6199,2792,"blue","2016-07-11","Amanda Cooper"
776,6199,2791,"red","2016-07-11","Tatiana Suarez"
776,6121,533,"blue","2016-07-11","Thiago Tavares"
776,6112,2157,"blue","2016-07-11","Kevin Lee"
776,6135,374,"red","2016-07-11","Gray Maynard"
776,6116,2585,"blue","2016-07-11","Andrew Holbrook"
776,6112,2258,"red","2016-07-11","Jake Matthews"
776,6116,2573,"red","2016-07-11","Joaquim Silva"
776,6170,875,"red","2016-07-11","Ross Pearson"
776,6198,2793,"red","2016-07-11","Cory Hendricks"
776,6170,2042,"blue","2016-07-11","Will Brooks"
776,6135,2576,"blue","2016-07-11","Fernando Bruno"
776,6038,2280,"red","2016-08-29","Joanna Jedrzejczyk"
775,6074,2756,"blue","2016-06-20","Thibault Gouti"
775,6076,2779,"blue","2016-07-06","Jonathan Meunier"
775,6111,2309,"blue","2016-06-20","Joe Soto"
775,6133,2339,"blue","2016-07-06","Joanne Calderwood"
775,6073,2073,"blue","2016-06-20","Leandro Silva"
775,6072,2264,"blue","2016-06-20","Sam Alvey"
775,6146,2610,"blue","2016-06-20","Geane Herrera"
775,6073,2243,"red","2016-06-20","Jason Saggo"
775,6053,1076,"red","2016-06-20","Donald Cerrone"
775,6110,2710,"blue","2016-06-20","Jocelyn Jones-Lybarger"
775,6075,546,"red","2016-06-20","Tamdan McCrory"
775,6075,2122,"blue","2016-06-20","Krzysztof Jotko"
775,6076,2297,"red","2016-07-06","Colby Covington"
775,6077,2608,"red","2016-06-20","Misha Cirkunov"
775,6072,2224,"red","2016-06-20","Elias Theodorou"
775,6111,2220,"red","2016-06-20","Chris Beal"
775,6110,2350,"red","2016-06-20","Randa Markos"
775,6071,2205,"blue","2016-06-20","Sean O'Connell"
775,6074,2223,"red","2016-06-20","Olivier Aubin-Mercier"
775,6037,1176,"red","2016-06-20","Rory MacDonald"
775,6037,1944,"blue","2016-06-20","Stephen Thompson"
775,6053,405,"blue","2016-06-20","Patrick Cote"
775,6077,2765,"blue","2016-06-20","Ion Cutelaba"
775,6071,2195,"red","2016-06-20","Steve Bosse"
775,6133,2256,"red","2016-07-06","Valerie Letourneau"
775,6146,2084,"red","2016-06-20","Ali Bagautinov"
774,6078,2204,"red","2016-06-05","Sean Strickland"
774,6108,129,"red","2017-02-13","Dan Henderson"
774,6068,2367,"red","2017-01-31","Jonathan Wilson"
774,6107,1936,"red","2016-06-05","Max Holloway"
774,6069,2709,"blue","2016-11-05","Dong Hyun Kim"
774,6101,1755,"blue","2016-06-05","Alex Caceres"
774,6108,768,"blue","2017-02-13","Hector Lombard"
774,6078,2510,"blue","2016-06-05","Tom Breese"
774,6103,2079,"blue","2016-06-05","Jessica Andrade"
774,6103,2341,"red","2016-06-05","Jessica Penne"
774,6069,2707,"red","2016-11-05","Polo Reyes"
774,6102,459,"blue","2016-06-05","Clay Guida"
774,6107,1054,"blue","2016-06-05","Ricardo Lamas"
774,6102,2238,"red","2016-06-05","Brian Ortega"
774,6051,1452,"red","2016-06-05","Kevin Casey"
774,6050,1984,"blue","2016-06-05","James Vick"
774,6047,1595,"red","2016-06-05","Dustin Poirier"
774,6047,1683,"blue","2016-06-05","Bobby Green"
774,6068,2768,"blue","2017-01-31","Henrique da Silva"
774,6051,2747,"blue","2016-06-05","Elvis Mutapcic"
774,6050,2168,"red","2016-06-05","Beneil Dariush"
774,6035,1294,"red","2016-06-05","Luke Rockhold"
774,6101,522,"red","2016-06-05","Cole Miller"
774,6036,1057,"red","2016-06-05","Dominick Cruz"
774,6035,368,"blue","2016-06-05","Michael Bisping"
774,6036,959,"blue","2016-06-05","Urijah Faber"
773,6092,2085,"blue","2016-12-05","Francimar Barroso"
773,6100,2296,"red","2016-05-09","Ulka Sasaki"
773,6100,2371,"blue","2016-05-09","Willie Gates"
773,6022,2313,"blue","2016-05-09","Chris Wade"
773,6023,1871,"red","2016-05-09","Yan Cabral"
773,6065,2196,"blue","2016-05-09","Neil Seery"
773,6020,367,"blue","2016-05-09","Andrei Arlovski"
773,6024,1938,"red","2016-08-29","Magnus Cedenblad"
773,6024,2428,"blue","2016-08-29","Garreth McLellan"
773,6093,2347,"blue","2016-05-09","Heather Jo Clark"
773,6021,649,"blue","2016-05-09","Stefan Struve"
773,6091,2769,"blue","2016-05-09","Anna Elmose"
773,6021,1431,"red","2016-05-09","Antonio Silva"
773,6091,1744,"red","2016-05-09","Germaine de Randamie"
773,6092,2076,"red","2016-12-05","Nikita Krylov"
773,6022,2023,"red","2016-05-09","Rustam Khabilov"
773,6025,2602,"blue","2016-05-09","Dominic Waters"
773,6026,2015,"blue","2016-05-09","Gunnar Nelson"
773,6026,2172,"red","2016-05-09","Albert Tumenov"
773,6020,808,"red","2016-05-09","Alistair Overeem"
773,6093,2678,"red","2016-05-09","Karolina Kowalkiewicz"
773,6045,2019,"red","2016-05-09","Jon Tuck"
773,6065,2103,"red","2016-05-09","Kyoji Horiguchi"
773,6045,2773,"blue","2016-05-09","Josh Emmett"
773,6025,2329,"red","2016-05-09","Leon Edwards"
773,6023,1918,"blue","2016-05-09","Reza Madadi"
772,6013,1875,"blue","2016-04-25","Dominique Steele"
772,6096,2106,"red","2016-04-25","Walt Harris"
772,6004,2279,"blue","2016-04-25","Juliana Lima"
772,6064,2118,"red","2016-04-25","Sergio Pettis"
772,6005,2362,"red","2016-04-25","Yair Rodriguez"
772,5991,2299,"blue","2016-04-25","Henry Cejudo"
772,5990,549,"red","2016-04-25","Jon Jones"
772,6064,2332,"blue","2016-04-25","Chris Kelades"
772,5990,1499,"blue","2016-04-25","Ovince Saint Preux"
772,6006,1984,"blue","2016-04-25","James Vick"
772,6012,1069,"red","2016-04-25","Anthony Pettis"
772,6096,2770,"blue","2016-04-25","Cody East"
772,5997,2037,"red","2016-04-25","Robert Whittaker"
772,5997,1594,"blue","2016-04-25","Rafael Natal"
772,6003,2061,"blue","2016-04-25","Clint Hester"
772,6004,2338,"red","2016-04-25","Carla Esparza"
772,6006,2575,"red","2016-04-25","Glaico Franca"
772,6003,1865,"red","2016-04-25","Marcos Rogerio de Lima"
772,5991,1495,"red","2016-04-25","Demetrious Johnson"
772,6013,2656,"red","2016-04-25","Danny Roberts"
772,6012,1657,"blue","2016-04-25","Edson Barboza"
772,6014,2157,"blue","2016-04-25","Kevin Lee"
772,6014,542,"red","2016-04-25","Efrain Escudero"
772,6005,2119,"blue","2016-04-25","Andre Fili"
771,5986,2340,"blue","2016-04-17","Tecia Torres"
771,6039,2104,"blue","2016-04-17","Omari Akhmedov"
771,5988,2150,"blue","2016-04-17","Raquel Pennington"
771,5984,1968,"red","2016-04-17","Glover Teixeira"
771,5989,1980,"blue","2016-04-17","Hacran Dias"
771,6040,2739,"red","2016-04-17","Randy Brown"
771,6010,2611,"red","2016-04-16","Oluwale Bamgbose"
771,5986,2344,"red","2016-04-17","Rose Namajunas"
771,6010,1991,"blue","2016-04-16","Cezar Ferreira"
771,6040,2586,"blue","2016-04-17","Michael Graves"
771,6039,2508,"red","2016-04-17","Elizeu Zaleski dos Santos"
771,5988,2133,"red","2016-04-17","Bethe Correia"
771,5987,1985,"blue","2016-04-17","Michael Chiesa"
771,5989,1050,"red","2016-04-17","Cub Swanson"
771,5984,387,"blue","2016-04-17","Rashad Evans"
771,6007,2107,"blue","2016-04-17","Santiago Ponzinibbio"
771,6097,2771,"blue","2016-04-17","Darrell Horcher"
771,6097,1919,"red","2016-04-17","Khabib Nurmagomedov"
771,5987,2168,"red","2016-04-17","Beneil Dariush"
771,6007,1543,"red","2016-04-17","Court McGee"
770,6009,1694,"blue","2016-11-14","Patrick Cummins"
770,6048,2154,"blue","2016-05-15","Zubaira Tukhugov"
770,6066,1966,"red","2016-05-15","John Lineker"
770,6049,457,"red","2016-12-10","Mauricio Rua"
770,6041,1481,"blue","2016-05-17","Yancy Medeiros"
770,6070,2221,"blue","2016-05-15","Leslie Smith"
770,6042,2087,"red","2016-05-15","Thiago Santos"
770,6034,1852,"blue","2016-05-15","Stipe Miocic"
770,6070,1194,"red","2016-05-15","Cris Cyborg"
770,6034,308,"red","2016-05-15","Fabricio Werdum"
770,6066,2266,"blue","2016-05-15","Rob Font"
770,6043,2772,"blue","2016-05-17","Luan Chagas"
770,6049,2281,"blue","2016-12-10","Corey Anderson"
770,5981,295,"blue","2016-05-15","Vitor Belfort"
770,6043,1992,"red","2016-05-17","Sergio Moraes"
770,5982,432,"blue","2016-05-17","Matt Brown"
770,5981,896,"red","2016-05-15","Jacare Souza"
770,6041,1997,"red","2016-05-17","Francisco Trinaldo"
